,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
55,4 AM,Pretty Girls Like Trap Music,2 Chainz,2017-06-16,255560,0,0.789,0.124,0.789,0.501,0.0,0.169,-7.167,0.461,75.031,4,Rap,English,2017
56,No Limit,No Limit,G-Eazy,2017-09-07,245386,5,0.838,0.0117,0.838,0.771,0.0,0.0853,-3.791,0.244,175.957,4,Rap,English,2017
57,Pull Up N Wreck (& Metro Boomin),Double Or Nothing (& Metro Boomin),Big Sean,2017-12-08,227533,0,0.487,0.00725,0.487,0.441,0.000644,0.182,-7.858,0.342,173.086,4,Rap,English,2017
58,Drip on Me,SUPER SLIMEY,Future,2017-10-20,199840,52,0.834,0.00362,0.834,0.618,2.67e-05,0.126,-7.653,0.231,135.889,4,Rap,English,2017
59,Dark Queen,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,173419,69,0.747,0.222,0.747,0.606,0.0,0.281,-5.286,0.172,155.055,4,Rap,English,2017
60,Say A',The Bigger Artist,A Boogie Wit da Hoodie,2017-09-29,214853,62,0.831,0.391,0.831,0.814,0.0,0.109,-5.18,0.474,161.041,4,Rap,English,2017
61,X,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,173797,60,0.623,0.0043,0.623,0.58,0.0,0.394,-7.076,0.332,163.159,4,Rap,English,2017
62,Crazy,Lil Pump,Lil Pump,2017-10-06,125217,50,0.914,0.027,0.914,0.415,0.0,0.114,-7.219,0.322,137.974,4,Rap,English,2017
63,Secret (feat. Solo Lucci),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,2017-12-13,235137,37,0.555,0.228,0.555,0.769,0.0,0.217,-5.057,0.262,174.031,4,Rap,English,2017
64,Pull Up N Wreck (& Metro Boomin),Double Or Nothing (& Metro Boomin),Big Sean,2017-12-08,227533,0,0.487,0.00725,0.487,0.441,0.000644,0.182,-7.858,0.342,173.086,4,Rap,English,2017
65,No Sleep Leak,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,189229,59,0.788,0.0112,0.788,0.689,0.0,0.22,-7.211,0.13,136.045,4,Rap,English,2017
66,Get Right Witcha,Culture,Migos,2017-01-27,257545,65,0.95,0.0646,0.95,0.743,1.19e-05,0.103,-5.861,0.238,136.98,4,Rap,English,2017
67,Whitney (feat. Chief Keef),Lil Pump,Lil Pump,2017-10-06,192000,47,0.868,0.0883,0.868,0.541,1.25e-06,0.223,-7.584,0.149,140.015,4,Rap,English,2017
68,From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,158684,71,0.851,0.195,0.851,0.625,0.0,0.266,-5.417,0.303,99.061,4,Rap,English,2017
69,HUMBLE.,DAMN.,Kendrick Lamar,2017-04-14,177000,3,0.906,0.000243,0.906,0.625,3.23e-05,0.0975,-6.779,0.0903,150.018,4,Rap,English,2017
70,I Fall Apart,Stoney,Post Malone,2016-12-09,223346,8,0.565,0.0782,0.565,0.55,0.0,0.196,-5.357,0.0397,143.927,4,Rap,English,2016
71,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,84,0.732,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,4,Rap,English,2017
72,Candy Paint,Candy Paint,Post Malone,2017-10-20,229573,7,0.669,0.627,0.669,0.686,0.0,0.0734,-5.534,0.184,180.046,4,Rap,English,2017
73,New Choppa,Playboi Carti,Playboi Carti,2017-04-14,126043,0,0.78,0.152,0.78,0.611,0.0,0.398,-4.313,0.0507,128.067,4,Rap,English,2017
74,Stir Fry,Stir Fry,Migos,2017-12-20,192131,0,0.813,0.00693,0.813,0.808,0.0,0.133,-5.541,0.286,181.993,4,Rap,English,2017
75,Up,NAV,NAV,2017-02-24,199520,0,0.655,0.0368,0.655,0.49,0.0,0.105,-6.8,0.13,154.283,4,Rap,English,2017
76,Myself,NAV,NAV,2017-02-24,226040,0,0.504,0.667,0.504,0.393,0.0,0.115,-7.61,0.324,79.989,4,Rap,English,2017
77,Saved (feat. E-40),Free TC,Ty Dolla $ign,2015-11-13,178506,60,0.77,0.265,0.77,0.69,0.0,0.128,-5.565,0.136,103.035,4,Rap,English,2015
78,Saint,"Huncho Jack, Jack Huncho",Huncho Jack,2017-12-21,140792,66,0.866,0.009,0.866,0.648,0.0,0.0967,-3.675,0.0543,150.058,4,Rap,English,2017
79,Beef (feat. Meek Mill),Beef (feat. Meek Mill),Tee Grizzley,2017-08-31,232421,54,0.751,0.233,0.751,0.752,0.0,0.331,-4.85,0.277,95.025,4,Rap,English,2017
80,No Effort,My Moment,Tee Grizzley,2017-04-07,193019,59,0.895,0.565,0.895,0.698,0.0,0.305,-6.575,0.207,99.998,4,Rap,English,2017
81,Back On,Mr. Davis,Gucci Mane,2017-10-13,181533,44,0.828,0.0087,0.828,0.639,4.1e-06,0.0656,-5.411,0.163,156.055,4,Rap,English,2017
82,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Go Off,Lil Uzi Vert,2017-03-02,217561,59,0.733,0.0256,0.733,0.777,0.0,0.239,-2.83,0.0791,88.494,4,Rap,English,2017
83,Huncho Jack,"Huncho Jack, Jack Huncho",Huncho Jack,2017-12-21,199227,0,0.797,0.0085,0.797,0.571,0.0,0.172,-3.51,0.0478,136.995,4,Rap,English,2017
84,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,2017-05-22,255413,64,0.848,0.523,0.848,0.663,0.0,0.108,-5.606,0.245,133.993,4,Rap,English,2017
85,Saint Laurent Mask,"Huncho Jack, Jack Huncho",Huncho Jack,2017-12-21,190436,0,0.767,0.0432,0.767,0.59,0.0,0.169,-4.098,0.041,134.994,4,Rap,English,2017
86,My Mind,NAV,NAV,2017-02-24,161106,0,0.731,0.0428,0.731,0.719,0.0,0.163,-5.591,0.0929,143.041,4,Rap,English,2017
87,Enormous (feat. Ty Dolla $ign),Mr. Davis,Gucci Mane,2017-10-13,244453,46,0.844,0.234,0.844,0.486,0.0,0.0976,-6.915,0.368,142.606,4,Rap,English,2017
88,Bali (feat. Nav),88glam,88GLAM,2017-11-07,185316,0,0.646,0.097,0.646,0.503,0.0,0.13,-7.218,0.0402,158.027,4,Rap,English,2017
89,Phone (feat. NAV),Phone (feat. NAV),Smokepurpp,2017-12-29,185806,49,0.802,0.0168,0.802,0.494,0.0,0.0854,-8.083,0.112,155.064,4,Rap,English,2017
90,Hit,Perfect Timing,NAV,2017-07-21,169786,58,0.871,0.206,0.871,0.682,0.0548,0.132,-9.113,0.17,140.084,4,Rap,English,2017
91,She For Keeps,She For Keeps,Quality Control,2017-12-08,237398,0,0.888,0.146,0.888,0.709,0.0,0.1,-5.429,0.113,140.047,4,Rap,English,2017
92,Iced Out (feat. 2 Chainz),Lil Pump,Lil Pump,2017-10-06,192000,55,0.934,0.00365,0.934,0.407,0.0,0.11,-8.058,0.345,140.024,4,Rap,English,2017
93,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2016-06-17,177184,77,0.886,0.0312,0.886,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,Rap,English,2016
94,Team Rocket,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,206106,59,0.691,0.0907,0.691,0.54,0.0,0.175,-8.818,0.0532,132.02,4,Rap,English,2016
95,Ps & Qs,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,221538,70,0.522,0.235,0.522,0.428,2.35e-06,0.278,-11.332,0.143,129.829,4,Rap,English,2016
96,Seven Million (feat. Future),The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,182491,63,0.886,0.051,0.886,0.629,7.66e-06,0.121,-4.404,0.306,158.002,4,Rap,English,2016
97,Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,175203,69,0.681,0.106,0.681,0.701,0.0,0.208,-6.336,0.0767,139.952,4,Rap,English,2016
98,"Gucci On My (feat. 21 Savage, YG & Migos)",Ransom 2,Mike WiLL Made-It,2017-03-24,274846,0,0.932,0.18,0.932,0.357,6.48e-06,0.152,-5.347,0.237,140.006,4,Rap,English,2017
99,Drinks On Us,Drinks On Us,Mike WiLL Made-It,2015-03-06,311163,0,0.776,0.371,0.776,0.628,0.000104,0.102,-6.553,0.284,128.948,4,Rap,English,2015
0,Poppin' Them Thangs,Beg For Mercy (Explicit Version),G-Unit,2003-01-01,240800,0,0.768,0.261,0.768,0.806,0.0,0.0785,-1.406,0.195,88.024,4,Rap,English,2003
1,'Till I Collapse,The Eminem Show,Eminem,2002-05-26,297893,2,0.551,0.0748,0.551,0.851,0.0,0.0784,-3.277,0.197,171.411,4,Rap,English,2002
2,Cleanin' Out My Closet,The Eminem Show,Eminem,2002-05-26,297933,0,0.908,0.0658,0.908,0.762,0.0,0.104,-4.773,0.153,148.016,4,Rap,English,2002
3,Westside Story,The Documentary,The Game,2005-01-01,223066,0,0.876,0.16,0.876,0.647,0.0,0.238,-3.917,0.28,86.993,4,Rap,English,2005
4,Lose Yourself - Soundtrack Version,Lose Yourself (International Version),Eminem,2002-11-13,326640,0,0.69,0.00984,0.69,0.747,0.000685,0.355,-4.583,0.264,171.367,4,Rap,English,2002
5,I Like The Way She Do It,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,232600,0,0.492,0.01,0.492,0.805,0.0,0.272,-5.425,0.329,93.694,4,Rap,English,2008
6,Hate It Or Love It,Hate It Or Love It,The Game,2005-01-01,207440,48,0.796,0.146,0.796,0.782,0.0,0.13,-4.805,0.21,99.978,4,Rap,English,2005
7,In My Hood,The Massacre (Ecopac Reissue Explicit),50 Cent,2005-03-03,230899,0,0.801,0.184,0.801,0.72,0.0,0.241,-5.155,0.303,90.024,4,Rap,English,2005
8,Outlaw,Outlaw,50 Cent,2011-01-01,195906,0,0.64,0.0895,0.64,0.602,0.0,0.214,-7.311,0.391,71.852,3,Rap,English,2011
9,So Seductive,Thoughts Of A Predicate Felon,Tony Yayo,2005-01-01,210293,0,0.569,0.216,0.569,0.869,0.0,0.0874,-3.351,0.215,96.07,4,Rap,English,2005
10,Forgot About Dre,2001 (Explicit Version),Dr. Dre,1999-11-16,222240,0,0.925,0.092,0.925,0.737,0.0,0.169,-1.292,0.0777,133.946,4,Rap,English,1999
11,High All The Time,Get Rich Or Die Tryin',50 Cent,2003-02-06,269360,55,0.66,0.0297,0.66,0.911,0.0,0.0696,-1.768,0.289,87.311,4,Rap,English,2003
12,In My Hood,The Massacre (Ecopac Reissue Explicit),50 Cent,2005-03-03,230899,0,0.801,0.184,0.801,0.72,0.0,0.241,-5.155,0.303,90.024,4,Rap,English,2005
13,Drop It Like It's Hot,Drop It Like It's Hot (International Version),Snoop Dogg,2004-01-01,269769,0,0.912,0.188,0.912,0.553,0.0,0.102,-4.716,0.205,91.991,4,Rap,English,2004
14,Crime Wave,Before I Self-Destruct,50 Cent,2009-01-01,224533,0,0.675,0.000513,0.675,0.897,0.0,0.25,-2.365,0.0841,106.922,5,Rap,English,2009
15,Fight Music,Devils Night,D12,2001-01-01,261093,0,0.75,0.0803,0.75,0.849,0.0,0.333,-3.097,0.264,89.501,4,Rap,English,2001
16,Do You Think About Me,Before I Self-Destruct,50 Cent,2009-01-01,206893,0,0.591,0.00715,0.591,0.822,0.000196,0.147,-4.0,0.26,94.159,4,Rap,English,2009
17,Patiently Waiting,Get Rich Or Die Tryin',50 Cent,2003-02-06,288866,64,0.738,0.275,0.738,0.674,0.0,0.344,-2.299,0.28,78.929,4,Rap,English,2003
18,Beg For Mercy,Beg For Mercy (Explicit Version),G-Unit,2003-01-01,158906,0,0.611,0.0302,0.611,0.794,0.0,0.338,-3.466,0.349,97.558,4,Rap,English,2003
19,Outta Control - Remix,The Massacre (Ecopac Reissue Explicit),50 Cent,2005-03-03,247060,0,0.77,0.0225,0.77,0.595,0.0,0.0936,-6.004,0.256,91.989,4,Rap,English,2005
20,My Gun Go Off,Curtis,50 Cent,2007-01-01,192080,0,0.632,0.0922,0.632,0.76,1.25e-06,0.146,-4.273,0.283,84.838,4,Rap,English,2007
21,Surrounded By Hoes,50 Cent Is The Future,"50 Cent, DJ Whoo Kid",2006-10-24,130639,32,0.74,0.543,0.74,0.614,0.0,0.109,-7.092,0.315,93.449,4,Rap,English,2006
22,I Smell Pussy,Beg For Mercy (Explicit Version),G-Unit,2003-01-01,238200,0,0.806,0.0438,0.806,0.787,0.0,0.0644,-3.005,0.216,89.208,4,Rap,English,2003
23,Baby By Me,Baby By Me (Explicit Version),50 Cent,2009-01-01,215866,0,0.604,0.0183,0.604,0.9,0.000151,0.0728,-2.935,0.0927,190.029,4,Rap,English,2009
24,Do It Like Me,Straight Outta Cashville,Young Buck,2004-01-01,231520,0,0.773,0.151,0.773,0.777,0.0,0.0816,-3.666,0.373,92.735,4,Rap,English,2004
25,I Got Swag,Before I Self-Destruct,50 Cent,2009-01-01,214706,0,0.63,0.0154,0.63,0.871,0.0,0.306,-3.553,0.326,181.259,4,Rap,English,2009
26,Outta Control,The Massacre,50 Cent,2005-03-03,201826,0,0.693,0.296,0.693,0.742,0.0,0.164,-4.315,0.158,96.056,4,Rap,English,2005
27,Jimmy Crack Corn,Eminem Presents The Re-Up,Eminem,2006-12-04,234453,38,0.585,0.0079,0.585,0.817,0.0,0.2,-2.577,0.295,124.128,5,Rap,English,2006
28,Just A Lil Bit,The Massacre,50 Cent,2005-03-03,237706,0,0.704,0.0326,0.704,0.683,0.00627,0.336,-6.617,0.328,96.912,4,Rap,English,2005
29,Disco Inferno - Live from Sessions @ AOL,Just A Lil Bit (International Version),50 Cent,2005-01-01,189939,0,0.831,0.197,0.831,0.549,6.83e-06,0.33,-7.603,0.243,97.041,4,Rap,English,2005
30,Candy Shop,Candy Shop (International Version),50 Cent,2005-01-01,208813,0,0.581,0.0248,0.581,0.569,4.94e-05,0.373,-7.978,0.43,97.927,4,Rap,English,2005
31,In Da Club,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,193466,0,0.908,0.274,0.908,0.721,0.0,0.0758,-2.761,0.316,90.01,4,Rap,English,2003
32,If I Can't,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,196640,0,0.877,0.249,0.877,0.638,0.0,0.0239,-2.537,0.333,93.952,4,Rap,English,2003
33,U Not Like Me,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,255666,0,0.792,0.0533,0.792,0.846,0.0,0.0632,-1.828,0.321,91.616,4,Rap,English,2003
34,Party Ain't Over,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,210346,0,0.524,0.198,0.524,0.907,0.0,0.509,-3.828,0.396,66.439,3,Rap,English,2008
35,Chase Da Cat,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,223026,0,0.624,0.211,0.624,0.721,0.0,0.0874,-3.778,0.429,96.048,4,Rap,English,2008
36,Close To Me,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,258306,0,0.73,0.0605,0.73,0.745,0.0,0.104,-3.775,0.239,92.004,4,Rap,English,2008
37,Piano Man,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,201120,0,0.558,0.0406,0.558,0.672,0.0,0.245,-3.531,0.529,177.952,4,Rap,English,2008
38,Shot Down,Grand Champ,DMX,2003-01-01,222373,31,0.844,0.14,0.844,0.847,0.0,0.103,-3.652,0.449,91.44,4,Rap,English,2003
39,Realest N*ggas - Notorious B.I.G. & 50 Cent,The Soundtrack,Bad Boys 2,2005-04-20,212560,0,0.903,0.4,0.903,0.727,2.68e-06,0.157,-3.983,0.423,95.67,4,Rap,English,2005
40,Collapse - G-Unit Freestyle,Beg For Mercy,G-Unit,2003-01-01,97653,0,0.467,0.415,0.467,0.57,0.0,0.0779,-8.026,0.4,174.95,4,Rap,English,2003
41,South Side,Bullet Proof,50 Cent,2007-01-30,90826,33,0.8,0.0943,0.8,0.7,0.0,0.273,-8.041,0.358,134.2,4,Rap,English,2007
42,OJ,G To The Street,G Unit,2017-02-10,228101,15,0.936,0.112,0.936,0.666,4.01e-06,0.0492,-4.607,0.0649,135.06,4,Rap,English,2017
43,How We Do,The Documentary,The Game,2005-01-01,235533,0,0.862,0.0455,0.862,0.648,0.0,0.0332,-7.401,0.251,98.012,4,Rap,English,2005
44,Put You On The Game,The Documentary,The Game,2005-01-01,254133,0,0.503,0.0197,0.503,0.735,0.0,0.102,-4.182,0.333,175.972,4,Rap,English,2005
45,Higher,The Documentary,The Game,2005-01-01,245013,0,0.61,0.362,0.61,0.746,0.0,0.191,-6.384,0.291,96.098,4,Rap,English,2005
46,Where The Hood At,Grand Champ,DMX,2003-01-01,286266,54,0.537,0.158,0.537,0.948,0.0,0.356,-3.08,0.38,186.057,4,Rap,English,2003
47,Go To Sleep,Cradle 2 The Grave,Various Artists,2003-02-18,282026,0,0.571,0.00172,0.571,0.861,0.0,0.317,-2.696,0.383,179.814,4,Rap,English,2003
48,Ruff Ryders' Anthem,It's Dark And Hell Is Hot,DMX,1998-01-01,214466,0,0.881,0.0531,0.881,0.574,1.51e-06,0.203,-8.134,0.277,90.957,4,Rap,English,1998
49,X Gon' Give It To Ya,The Best Of DMX,DMX,2010-01-01,219253,0,0.678,0.0325,0.678,0.857,0.0,0.0788,-5.173,0.216,94.95,4,Rap,English,2010
50,Party Up,...And Then There Was X,DMX,1999-01-01,268866,0,0.51,0.0738,0.51,0.931,0.0,0.5,-3.302,0.347,201.936,4,Rap,English,1999
