,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
30,Na Tum Jano Na Hum,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),Rajesh Roshan,1999-12-01,383213,0,0.515,0.323,0.515,0.519,0.000657,0.0566,-11.197,0.0397,89.499,4,Throwback,Hindi,1999
31,"Desi Girl (From ""Dostana"")",Best of Me Vishal Shekhar,Vishal-Shekhar,2013-04-22,306986,48,0.746,0.0169,0.746,0.924,0.00279,0.097,-6.057,0.0442,136.051,4,Throwback,Hindi,2013
32,Senorita,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,229575,54,0.701,0.134,0.701,0.681,0.0,0.064,-6.442,0.0466,122.539,4,Throwback,Hindi,2011
33,Tere Naina,My Name Is Khan (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2010-01-05,278546,50,0.551,0.558,0.551,0.74,0.0,0.144,-7.019,0.0452,92.761,4,Throwback,Hindi,2010
34,Ik Junoon (Remix By Dj Shiva),Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,242300,38,0.777,0.14,0.777,0.652,0.000878,0.105,-8.273,0.0449,129.978,4,Throwback,Hindi,2011
35,Dil Dhadakne Do,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,230318,53,0.778,0.0705,0.778,0.599,0.0,0.59,-4.758,0.032,116.951,4,Throwback,Hindi,2011
36,Ik Junoon (Paint It Red),Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,299119,52,0.79,0.364,0.79,0.848,0.00147,0.148,-7.798,0.0508,127.034,4,Throwback,Hindi,2011
37,Khaabon Ke Parinday,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,251704,56,0.517,0.721,0.517,0.565,0.00689,0.0997,-10.184,0.0441,169.952,4,Throwback,Hindi,2011
38,Der Lagi Lekin,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,355915,49,0.637,0.0483,0.637,0.675,0.00261,0.125,-7.817,0.0296,110.946,4,Throwback,Hindi,2011
39,Sooraj Ki Baahon Mein,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,2011-06-06,202919,55,0.855,0.19,0.855,0.553,5.19e-06,0.0942,-6.52,0.0331,124.922,4,Throwback,Hindi,2011
40,Phir Bhi Yeh Zindagi,Dil Dhadakne Do,Shankar-Ehsaan-Loy,2015-05-02,267591,32,0.518,0.137,0.518,0.785,0.0,0.0677,-5.058,0.0544,158.055,4,Throwback,Hindi,2015
41,Aaj Kal Zindagi,Wake Up Sid (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2009-08-21,254506,46,0.639,0.21,0.639,0.617,0.00558,0.099,-8.897,0.0329,134.95,4,Throwback,Hindi,2009
42,Tu Hi Hai,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,2016-11-15,199643,52,0.707,0.387,0.707,0.501,1.81e-06,0.095,-7.389,0.0372,93.978,4,Throwback,Hindi,2016
43,Taarefon Se,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,2016-11-15,278238,49,0.605,0.76,0.605,0.437,0.00112,0.111,-9.023,0.0293,125.906,4,Throwback,Hindi,2016
44,Yeh Ladka Hai Allah,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Jatin-Lalit,2001-11-28,327226,54,0.646,0.419,0.646,0.908,1.57e-06,0.381,-4.68,0.0988,104.238,4,Throwback,Hindi,2001
45,Deewana Hai Dekho,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Jatin-Lalit,2001-11-28,345266,46,0.776,0.167,0.776,0.792,1.96e-06,0.13,-5.619,0.18,102.988,4,Throwback,Hindi,2001
46,You Are My Soniya,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Jatin-Lalit,2001-11-28,343613,50,0.853,0.29,0.853,0.785,0.0,0.0589,-6.08,0.0619,106.046,4,Throwback,Hindi,2001
47,Mitwa,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2006-06-08,382973,58,0.63,0.295,0.63,0.63,1.26e-05,0.0934,-7.525,0.0364,107.103,4,Throwback,Hindi,2006
48,Kajra Re,Bunty Aur Babli (Original),Shankar-Ehsaan-Loy,2005-04-15,482586,50,0.484,0.365,0.484,0.898,0.0,0.091,-4.132,0.164,91.975,4,Throwback,Hindi,2005
49,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,A.R. Rahman,2008-05-21,218836,59,0.791,0.276,0.791,0.558,0.0,0.0859,-7.155,0.0661,95.077,4,Throwback,Hindi,2008
50,Kahin To,Jaane Tu... Ya Jaane Na,A.R. Rahman,2008-05-21,303206,56,0.61,0.334,0.61,0.492,6.3e-06,0.0979,-7.55,0.0261,90.984,4,Throwback,Hindi,2008
51,Pappu Can't Dance,Jaane Tu... Ya Jaane Na,A.R. Rahman,2008-05-21,264986,46,0.668,0.00335,0.668,0.746,0.00031,0.0773,-7.592,0.0603,119.696,4,Throwback,Hindi,2008
52,Nazrein Milaana Nazrein Churaana,Jaane Tu... Ya Jaane Na,A.R. Rahman,2008-05-21,234858,43,0.751,0.103,0.751,0.54,0.000224,0.102,-7.942,0.0753,110.015,4,Throwback,Hindi,2008
53,Khuda Jaane,Bachna Ae Haseeno (Original),Vishal-Shekhar,2008-07-05,333583,60,0.382,0.391,0.382,0.632,0.000486,0.0922,-6.393,0.0411,78.936,4,Throwback,Hindi,2008
54,Lucky Boy,Bachna Ae Haseeno (Original),Vishal-Shekhar,2008-07-05,253753,38,0.802,0.0975,0.802,0.824,0.382,0.293,-6.081,0.0309,114.982,4,Throwback,Hindi,2008
55,Aahista Aahista,Bachna Ae Haseeno (Original),Vishal-Shekhar,2008-07-05,291604,46,0.68,0.187,0.68,0.818,0.419,0.289,-9.144,0.0382,125.995,4,Throwback,Hindi,2008
56,Khuda Jaane Revisited - Remixed By: Abhijit Nalani,Bachna Ae Haseeno (Original),Vishal-Shekhar,2008-07-05,281991,24,0.637,0.000321,0.637,0.969,0.822,0.334,-5.205,0.0335,139.973,4,Throwback,Hindi,2008
57,Jaane Kyun,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,277986,50,0.778,0.0573,0.778,0.812,8.28e-06,0.243,-8.561,0.046,99.962,4,Throwback,Hindi,2008
58,Desi Girl,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,306986,52,0.746,0.0169,0.746,0.924,0.00279,0.097,-6.057,0.0442,136.051,4,Throwback,Hindi,2008
59,Maa Da Laadla,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,245186,38,0.787,0.00771,0.787,0.933,0.214,0.116,-5.712,0.0559,113.974,4,Throwback,Hindi,2008
60,Shut Up & Bounce,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,277493,42,0.578,0.00269,0.578,0.857,0.263,0.141,-7.272,0.0648,121.981,4,Throwback,Hindi,2008
61,Khabar Nahi,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,259120,45,0.623,0.153,0.623,0.758,0.0,0.0622,-6.641,0.109,90.948,4,Throwback,Hindi,2008
62,Kuch Kam,Dostana (Original Motion Picture Soundtrack),Vishal-Shekhar,2008-10-08,341013,41,0.692,0.575,0.692,0.48,0.00287,0.137,-9.919,0.0397,144.003,4,Throwback,Hindi,2008
63,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,Jatin-Lalit,1998-08-13,297866,57,0.547,0.602,0.547,0.554,0.000155,0.0735,-11.165,0.0374,91.386,4,Throwback,Hindi,1998
64,Jab Se Tere Naina,Saawariya (Original Motion Picture Soundtrack),Monty Sharma,2007-09-14,284573,56,0.599,0.362,0.599,0.653,0.0,0.144,-7.576,0.122,79.968,4,Throwback,Hindi,2007
65,"Tum Hi Ho Bandhu (From ""Cocktail"")",Cocktail,Pritam,2012-06-12,282012,52,0.714,0.00145,0.714,0.892,0.000817,0.0462,-5.342,0.0516,134.997,4,Throwback,Hindi,2012
66,Crazy Kiya Re,Dhoom:2 (Original),Pritam,2006-10-19,294504,48,0.759,0.143,0.759,0.938,3.97e-06,0.402,-5.387,0.123,92.017,4,Throwback,Hindi,2006
67,Yeh Ladka Hai Deewana,Kuch Kuch Hota Hai,Jatin-Lalit,1998-08-13,397533,47,0.516,0.289,0.516,0.757,7.21e-06,0.367,-9.404,0.0551,124.061,4,Throwback,Hindi,1998
68,Jab Mila Tu,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,251853,45,0.626,0.0482,0.626,0.561,0.0,0.304,-6.644,0.0304,167.916,4,Throwback,Hindi,2010
69,Bin Tere,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,330360,55,0.585,0.42,0.585,0.698,3.59e-06,0.363,-6.261,0.0392,139.831,4,Throwback,Hindi,2010
70,I Hate Luv Storys,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,285213,47,0.747,0.0688,0.747,0.81,0.0405,0.0592,-8.352,0.0541,130.012,4,Throwback,Hindi,2010
71,Bahara,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,325706,54,0.456,0.0718,0.456,0.739,7.24e-06,0.134,-6.733,0.0402,85.773,4,Throwback,Hindi,2010
72,Sadka,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,343586,46,0.678,0.232,0.678,0.547,0.000176,0.0785,-6.89,0.0286,143.892,4,Throwback,Hindi,2010
73,Bin Tere - Reprise,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,220146,39,0.452,0.876,0.452,0.249,2.3e-05,0.115,-10.163,0.0299,149.599,4,Throwback,Hindi,2010
74,Bahara - Chill Version,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,244800,40,0.657,0.363,0.657,0.685,0.00806,0.129,-6.667,0.0797,87.966,4,Throwback,Hindi,2010
75,Bin Tere - Remix by DJ Kiran,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar,2010-05-25,328706,23,0.545,0.0276,0.545,0.92,0.000155,0.311,-6.613,0.0964,136.911,4,Throwback,Hindi,2010
76,Where's the Party Tonight,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2006-06-08,378160,47,0.764,0.00269,0.764,0.863,0.0,0.27,-5.414,0.0416,132.021,4,Throwback,Hindi,2006
77,Sheila Ki Jawani,Tees Maar Khan,Shirish Kunder,2010-11-15,281707,51,0.803,0.305,0.803,0.859,6.18e-05,0.553,-4.405,0.185,101.007,4,Throwback,Hindi,2010
78,Gal Mitthi Mitthi,Aisha (Original Motion Picture Soundtrack),Amit Trivedi,2010-07-05,255906,51,0.906,0.13,0.906,0.699,0.0165,0.178,-5.526,0.0462,129.946,4,Throwback,Hindi,2010
79,Rock N Roll Soniye,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2006-06-08,341840,44,0.787,0.109,0.787,0.871,0.0,0.0426,-6.193,0.142,94.998,4,Throwback,Hindi,2006
80,"Daaru Desi (From ""Cocktail"")",Cocktail,Pritam,2012-06-12,269589,40,0.703,0.198,0.703,0.786,0.000712,0.101,-6.779,0.0483,93.987,4,Throwback,Hindi,2012
81,Chand Sifarish,Fanaa (Original),Jatin-Lalit,2006-04-12,275931,58,0.829,0.242,0.829,0.665,1.75e-05,0.123,-8.128,0.0868,122.043,4,Throwback,Hindi,2006
82,Mere Haath Mein,Fanaa (Original),Jatin-Lalit,2006-04-12,285857,56,0.554,0.578,0.554,0.606,0.000183,0.11,-12.312,0.0722,93.922,4,Throwback,Hindi,2006
83,Dekho Na,Fanaa (Original),Jatin-Lalit,2006-04-12,322194,43,0.623,0.522,0.623,0.654,6.44e-05,0.0911,-11.969,0.0522,82.516,4,Throwback,Hindi,2006
84,Ladki Badi Anjani Hai,Kuch Kuch Hota Hai,Jatin-Lalit,1998-08-13,381706,55,0.637,0.522,0.637,0.774,0.0001,0.0901,-9.327,0.056,121.108,4,Throwback,Hindi,1998
85,Radha,Student of the Year (Original Motion Picture Soundtrack),Vishal-Shekhar,2012-08-31,341360,52,0.804,0.11,0.804,0.748,0.0,0.0998,-14.163,0.0616,131.989,4,Throwback,Hindi,2012
86,Aa Raha Hoon Main,Made For Each Other,Various Artists,2012-01-01,211613,0,0.633,0.0219,0.633,0.851,0.0,0.0817,-7.544,0.0257,127.996,4,Throwback,Hindi,2012
87,Kabhie Phool Dena (Pyar Ke Naam) - Rules - Pyar Ka Super Hit Formula / Soundtrack Version,Rules Pyar Ka Super Hit Formula,Various Artists,2003-01-01,245760,23,0.674,0.0137,0.674,0.558,0.0,0.0758,-8.383,0.0413,137.89,4,Throwback,Hindi,2003
88,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Jatin-Lalit,2001-11-28,408133,58,0.59,0.45,0.59,0.875,1.18e-05,0.164,-5.294,0.171,96.915,4,Throwback,Hindi,2001
89,Balam Pichkari,Yeh Jawaani Hai Deewani,Pritam,2013-03-30,288902,58,0.732,0.209,0.732,0.944,0.0,0.403,-4.115,0.09,120.019,4,Throwback,Hindi,2013
90,Ek Pal Ka Jeena,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),Rajesh Roshan,2000-10-01,397426,42,0.676,0.0503,0.676,0.798,3.96e-05,0.0371,-9.493,0.0475,103.98,4,Throwback,Hindi,2000
91,Hookah Bar,Khiladi 786,Himesh Reshammiya,2012-10-30,254351,57,0.73,0.00797,0.73,0.656,0.00271,0.108,-5.07,0.0294,131.04,4,Throwback,Hindi,2012
92,Baby Doll,Bollywood Party With Meet Bros,Meet Bros.,2017-08-17,213887,50,0.836,0.275,0.836,0.839,7.25e-06,0.181,-2.974,0.106,103.992,4,Throwback,Hindi,2017
93,Halkat Jawani,Heroine (Original Motion Picture Soundtrack),Salim–Sulaiman,2012-06-24,238426,44,0.71,0.108,0.71,0.812,2.14e-06,0.465,-2.497,0.119,131.983,4,Throwback,Hindi,2012
94,Ghagra,Yeh Jawaani Hai Deewani,Pritam,2013-03-30,304307,51,0.706,0.222,0.706,0.92,0.0,0.319,-5.208,0.172,101.94,4,Throwback,Hindi,2013
95,Ajab Si,Om Shanti Om,Vishal-Shekhar,2007-09-18,241668,57,0.697,0.397,0.697,0.438,0.0,0.293,-8.411,0.0289,117.954,4,Throwback,Hindi,2007
96,Dard - E - Disco,Om Shanti Om,Vishal-Shekhar,2007-09-18,268712,46,0.837,0.0381,0.837,0.839,0.000193,0.301,-5.548,0.0468,107.025,4,Throwback,Hindi,2007
97,Deewangi Deewangi,Om Shanti Om,Vishal-Shekhar,2007-09-18,352388,50,0.725,0.0289,0.725,0.918,5.13e-06,0.602,-4.875,0.0447,107.975,4,Throwback,Hindi,2007
98,Main Agar Kahoon,Om Shanti Om,Vishal-Shekhar,2007-09-18,308158,56,0.533,0.234,0.533,0.436,3.17e-06,0.46,-7.521,0.0276,146.868,3,Throwback,Hindi,2007
99,Jag Soona Soona Lage,Om Shanti Om,Vishal-Shekhar,2007-09-18,329429,51,0.563,0.0663,0.563,0.71,0.0,0.105,-6.212,0.0592,133.873,4,Throwback,Hindi,2007
