,Unnamed: 0,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
109,9,So Seductive,Thoughts Of A Predicate Felon,Tony Yayo,2005-01-01,210293,0,0.569,0.21600000000000003,0.569,0.8690000000000001,0.0,0.0874,-3.3510000000000004,0.215,96.07,4,Rap,English,2005
110,10,Forgot About Dre,2001 (Explicit Version),Dr. Dre,1999-11-16,222240,0,0.925,0.092,0.925,0.737,0.0,0.16899999999999998,-1.2919999999999998,0.0777,133.946,4,Rap,English,1999
111,11,High All The Time,Get Rich Or Die Tryin',50 Cent,2003-02-06,269360,55,0.66,0.0297,0.66,0.9109999999999999,0.0,0.0696,-1.768,0.289,87.311,4,Rap,English,2003
112,12,In My Hood,The Massacre (Ecopac Reissue Explicit),50 Cent,2005-03-03,230899,0,0.8009999999999999,0.184,0.8009999999999999,0.72,0.0,0.24100000000000002,-5.155,0.303,90.024,4,Rap,English,2005
113,13,Drop It Like It's Hot,Drop It Like It's Hot (International Version),Snoop Dogg,2004-01-01,269769,0,0.912,0.188,0.912,0.5529999999999999,0.0,0.102,-4.716,0.205,91.991,4,Rap,English,2004
114,14,Crime Wave,Before I Self-Destruct,50 Cent,2009-01-01,224533,0,0.675,0.000513,0.675,0.897,0.0,0.25,-2.365,0.0841,106.92200000000001,5,Rap,English,2009
115,15,Fight Music,Devils Night,D12,2001-01-01,261093,0,0.75,0.0803,0.75,0.8490000000000001,0.0,0.33299999999999996,-3.097,0.264,89.501,4,Rap,English,2001
116,16,Do You Think About Me,Before I Self-Destruct,50 Cent,2009-01-01,206893,0,0.591,0.00715,0.591,0.8220000000000001,0.000196,0.147,-4.0,0.26,94.15899999999999,4,Rap,English,2009
117,17,Patiently Waiting,Get Rich Or Die Tryin',50 Cent,2003-02-06,288866,64,0.738,0.275,0.738,0.674,0.0,0.344,-2.299,0.28,78.929,4,Rap,English,2003
118,18,Beg For Mercy,Beg For Mercy (Explicit Version),G-Unit,2003-01-01,158906,0,0.611,0.0302,0.611,0.794,0.0,0.33799999999999997,-3.466,0.349,97.55799999999999,4,Rap,English,2003
119,19,Outta Control - Remix,The Massacre (Ecopac Reissue Explicit),50 Cent,2005-03-03,247060,0,0.77,0.0225,0.77,0.595,0.0,0.0936,-6.004,0.256,91.98899999999999,4,Rap,English,2005
120,20,My Gun Go Off,Curtis,50 Cent,2007-01-01,192080,0,0.632,0.0922,0.632,0.76,1.25e-06,0.146,-4.273,0.28300000000000003,84.838,4,Rap,English,2007
121,21,Surrounded By Hoes,50 Cent Is The Future,"50 Cent, DJ Whoo Kid",2006-10-24,130639,32,0.74,0.5429999999999999,0.74,0.614,0.0,0.109,-7.0920000000000005,0.315,93.449,4,Rap,English,2006
122,22,I Smell Pussy,Beg For Mercy (Explicit Version),G-Unit,2003-01-01,238200,0,0.8059999999999999,0.0438,0.8059999999999999,0.787,0.0,0.0644,-3.005,0.21600000000000003,89.208,4,Rap,English,2003
123,23,Baby By Me,Baby By Me (Explicit Version),50 Cent,2009-01-01,215866,0,0.604,0.0183,0.604,0.9,0.000151,0.0728,-2.935,0.0927,190.02900000000002,4,Rap,English,2009
124,24,Do It Like Me,Straight Outta Cashville,Young Buck,2004-01-01,231520,0,0.773,0.151,0.773,0.777,0.0,0.0816,-3.6660000000000004,0.373,92.735,4,Rap,English,2004
125,25,I Got Swag,Before I Self-Destruct,50 Cent,2009-01-01,214706,0,0.63,0.0154,0.63,0.871,0.0,0.306,-3.553,0.326,181.25900000000001,4,Rap,English,2009
126,26,Outta Control,The Massacre,50 Cent,2005-03-03,201826,0,0.693,0.29600000000000004,0.693,0.742,0.0,0.16399999999999998,-4.315,0.158,96.056,4,Rap,English,2005
127,27,Jimmy Crack Corn,Eminem Presents The Re-Up,Eminem,2006-12-04,234453,38,0.585,0.0079,0.585,0.8170000000000001,0.0,0.2,-2.577,0.295,124.12799999999999,5,Rap,English,2006
128,28,Just A Lil Bit,The Massacre,50 Cent,2005-03-03,237706,0,0.7040000000000001,0.0326,0.7040000000000001,0.6829999999999999,0.00627,0.336,-6.617000000000001,0.32799999999999996,96.912,4,Rap,English,2005
129,29,Disco Inferno - Live from Sessions @ AOL,Just A Lil Bit (International Version),50 Cent,2005-01-01,189939,0,0.831,0.19699999999999998,0.831,0.5489999999999999,6.83e-06,0.33,-7.603,0.243,97.041,4,Rap,English,2005
130,30,Candy Shop,Candy Shop (International Version),50 Cent,2005-01-01,208813,0,0.581,0.0248,0.581,0.569,4.94e-05,0.373,-7.978,0.43,97.927,4,Rap,English,2005
131,31,In Da Club,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,193466,0,0.9079999999999999,0.27399999999999997,0.9079999999999999,0.721,0.0,0.0758,-2.761,0.316,90.01,4,Rap,English,2003
132,32,If I Can't,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,196640,0,0.877,0.249,0.877,0.638,0.0,0.0239,-2.537,0.33299999999999996,93.95200000000001,4,Rap,English,2003
133,33,U Not Like Me,Get Rich Or Die Tryin' (Explicit Version),50 Cent,2003-02-06,255666,0,0.792,0.0533,0.792,0.846,0.0,0.0632,-1.828,0.321,91.616,4,Rap,English,2003
134,34,Party Ain't Over,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,210346,0,0.524,0.198,0.524,0.907,0.0,0.509,-3.8280000000000003,0.396,66.439,3,Rap,English,2008
135,35,Chase Da Cat,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,223026,0,0.624,0.21100000000000002,0.624,0.721,0.0,0.0874,-3.778,0.429,96.04799999999999,4,Rap,English,2008
136,36,Close To Me,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,258306,0,0.73,0.0605,0.73,0.745,0.0,0.10400000000000001,-3.775,0.239,92.00399999999999,4,Rap,English,2008
137,37,Piano Man,T.O.S. (Terminate On Sight),G-Unit,2008-01-01,201120,0,0.5579999999999999,0.0406,0.5579999999999999,0.672,0.0,0.245,-3.531,0.529,177.952,4,Rap,English,2008
138,38,Shot Down,Grand Champ,DMX,2003-01-01,222373,31,0.8440000000000001,0.14,0.8440000000000001,0.847,0.0,0.10300000000000001,-3.6519999999999997,0.449,91.44,4,Rap,English,2003
139,39,Realest N*ggas - Notorious B.I.G. & 50 Cent,The Soundtrack,Bad Boys 2,2005-04-20,212560,0,0.903,0.4,0.903,0.727,2.68e-06,0.157,-3.983,0.423,95.67,4,Rap,English,2005
140,40,Collapse - G-Unit Freestyle,Beg For Mercy,G-Unit,2003-01-01,97653,0,0.467,0.415,0.467,0.57,0.0,0.0779,-8.026,0.4,174.95,4,Rap,English,2003
141,41,South Side,Bullet Proof,50 Cent,2007-01-30,90826,33,0.8,0.0943,0.8,0.7,0.0,0.273,-8.041,0.358,134.2,4,Rap,English,2007
142,42,OJ,G To The Street,G Unit,2017-02-10,228101,15,0.9359999999999999,0.11199999999999999,0.9359999999999999,0.6659999999999999,4.01e-06,0.0492,-4.607,0.0649,135.06,4,Rap,English,2017
143,43,How We Do,The Documentary,The Game,2005-01-01,235533,0,0.862,0.0455,0.862,0.648,0.0,0.0332,-7.401,0.251,98.012,4,Rap,English,2005
144,44,Put You On The Game,The Documentary,The Game,2005-01-01,254133,0,0.503,0.0197,0.503,0.735,0.0,0.102,-4.1819999999999995,0.33299999999999996,175.972,4,Rap,English,2005
145,45,Higher,The Documentary,The Game,2005-01-01,245013,0,0.61,0.36200000000000004,0.61,0.746,0.0,0.191,-6.3839999999999995,0.29100000000000004,96.098,4,Rap,English,2005
146,46,Where The Hood At,Grand Champ,DMX,2003-01-01,286266,54,0.537,0.158,0.537,0.948,0.0,0.35600000000000004,-3.08,0.38,186.05700000000002,4,Rap,English,2003
147,47,Go To Sleep,Cradle 2 The Grave,Various Artists,2003-02-18,282026,0,0.5710000000000001,0.00172,0.5710000000000001,0.861,0.0,0.317,-2.696,0.38299999999999995,179.81400000000002,4,Rap,English,2003
148,48,Ruff Ryders' Anthem,It's Dark And Hell Is Hot,DMX,1998-01-01,214466,0,0.8809999999999999,0.0531,0.8809999999999999,0.574,1.51e-06,0.203,-8.134,0.27699999999999997,90.95700000000001,4,Rap,English,1998
149,49,X Gon' Give It To Ya,The Best Of DMX,DMX,2010-01-01,219253,0,0.6779999999999999,0.0325,0.6779999999999999,0.857,0.0,0.0788,-5.172999999999999,0.21600000000000003,94.95,4,Rap,English,2010
150,50,Party Up,...And Then There Was X,DMX,1999-01-01,268866,0,0.51,0.0738,0.51,0.9309999999999999,0.0,0.5,-3.302,0.34700000000000003,201.93599999999998,4,Rap,English,1999
151,51,ATF,It's Dark And Hell Is Hot,DMX,1998-01-01,116066,0,0.8420000000000001,0.00836,0.8420000000000001,0.907,2.01e-05,0.213,-6.082000000000001,0.302,100.083,4,Rap,English,1998
152,52,Say It To My Face,Buck The World,Young Buck,2006-01-01,220173,0,0.643,0.122,0.643,0.9420000000000001,0.0,0.0777,-2.826,0.303,167.887,4,Rap,English,2006
153,53,Buss Yo' Head,Buck The World,Young Buck,2006-01-01,298533,0,0.581,0.0317,0.581,0.843,0.0,0.162,-5.114,0.171,150.007,4,Rap,English,2006
154,54,Ante Up (Robbin Hoodz Theory),"B2K Presents ""You Got Served"" Soundtrack",B2K,2000-01-01,232373,32,0.6459999999999999,0.0063,0.6459999999999999,0.889,7.74e-05,0.872,-4.449,0.204,94.113,4,Rap,English,2000
155,55,Bang Bang,2001 (Explicit Version),Dr. Dre,1999-11-16,222466,0,0.865,0.12,0.865,0.877,2.07e-06,0.0808,-2.437,0.14800000000000002,95.329,4,Rap,English,1999
156,56,Bitch Please II,The Marshall Mathers LP (Explicit Version),Eminem,2000-05-23,288200,0,0.9179999999999999,0.0783,0.9179999999999999,0.586,0.0,0.145,-2.89,0.133,95.51700000000001,4,Rap,English,2000
157,57,Disco Inferno,Candy Shop (International Version),50 Cent,2005-01-01,212920,0,0.915,0.24,0.915,0.659,0.000181,0.203,-5.169,0.23600000000000002,96.97399999999999,4,Rap,English,2005
158,58,Dope Boys,LAX,The Game,2008-01-01,240465,0,0.733,0.14800000000000002,0.733,0.813,0.0,0.179,-3.4019999999999997,0.225,85.06700000000001,4,Rap,English,2008
159,59,Martians Vs Goblins,The R.E.D. Album,The Game,2011-01-01,228826,0,0.47600000000000003,0.0803,0.47600000000000003,0.81,0.0,0.568,-3.4139999999999997,0.265,83.309,4,Rap,English,2011
160,60,Gangsta Music,Let’s Get It: Thug Motivation 101 (Deluxe Edition),Jeezy,2005-07-26,242173,0,0.608,0.0067599999999999995,0.608,0.684,0.0,0.359,-6.3260000000000005,0.204,145.005,4,Rap,English,2005
161,61,Thug Motivation 101,Let’s Get It: Thug Motivation 101 (Deluxe Edition),Jeezy,2005-07-26,194426,0,0.634,0.0538,0.634,0.6940000000000001,0.0,0.107,-7.172999999999999,0.0801,75.0,4,Rap,English,2005
162,62,X,The Greatest,Xzibit,2009-07-23,255546,57,0.935,0.102,0.935,0.608,0.0,0.0891,-5.582999999999999,0.233,96.913,4,Rap,English,2009
163,63,The Rain,The Definition of X: Pick Of The Litter (Explicit Version),DMX,2007-06-16,207786,0,0.6940000000000001,0.182,0.6940000000000001,0.9229999999999999,0.0,0.201,-1.963,0.0642,89.022,4,Rap,English,2007
164,64,Why We Thugs,"Laugh Now, Cry Later",Ice Cube,2006-01-01,224106,63,0.755,0.382,0.755,0.604,0.0,0.125,-5.436,0.41700000000000004,98.458,4,Rap,English,2006
165,65,My Nigga,My Nigga,YG,2013-01-01,236093,11,0.665,0.0756,0.665,0.475,0.0,0.17600000000000002,-6.58,0.22399999999999998,171.255,4,Rap,English,2013
166,66,All For The Cash,Full Clip- A Decade Of Gang Sta,Gang Starr,1999-06-08,150426,0,0.6579999999999999,0.0224,0.6579999999999999,0.625,0.00509,0.10300000000000001,-6.872999999999999,0.203,84.178,4,Rap,English,1999
167,67,'Till I Collapse,The Eminem Show,Eminem,2002-05-26,297786,83,0.5479999999999999,0.0622,0.5479999999999999,0.847,0.0,0.0816,-3.237,0.18600000000000003,171.447,4,Rap,English,2002
168,68,Who Do You Love?,Who Do You Love?,YG,2014-01-01,233573,0,0.68,0.0288,0.68,0.41700000000000004,0.0,0.0875,-9.749,0.51,193.257,4,Rap,English,2014
169,69,My Life,My Life,The Game,2008-01-01,325400,20,0.679,0.07400000000000001,0.679,0.772,0.0,0.0476,-5.071000000000001,0.35,148.149,4,Rap,English,2008
170,70,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",Meek Mill,2017-12-15,199746,73,0.723,0.11,0.723,0.732,0.0,0.484,-5.513999999999999,0.0864,104.991,4,Rap,English,2017
171,71,Meet The Flockers,My Krazy Life (Deluxe),YG,2014-01-01,123600,0,0.731,0.0156,0.731,0.429,0.0,0.109,-8.167,0.171,85.68700000000001,4,Rap,English,2014
172,72,"Left, Right",My Krazy Life (Deluxe),YG,2014-01-01,232920,0,0.573,0.0386,0.573,0.7340000000000001,0.0,0.68,-8.216000000000001,0.363,94.84299999999999,4,Rap,English,2014
173,73,I Just Wanna Party,My Krazy Life (Deluxe),YG,2014-01-01,212253,0,0.8,0.00924,0.8,0.502,0.0,0.2,-7.7139999999999995,0.233,95.09299999999999,4,Rap,English,2014
174,74,Sacrilegious,Habits & Contradictions,ScHoolboy Q,2012-01-14,211436,50,0.773,0.32,0.773,0.508,0.102,0.106,-8.583,0.0558,133.966,4,Rap,English,2012
175,75,Don't Trip,The Documentary 2,The Game,2015-10-09,299640,33,0.812,0.16899999999999998,0.812,0.626,0.0,0.534,-7.504,0.366,100.96799999999999,4,Rap,English,2015
176,76,Standing on Ferraris,The Documentary 2,The Game,2015-10-09,251586,28,0.669,0.20199999999999999,0.669,0.764,0.0,0.42100000000000004,-6.617999999999999,0.43700000000000006,111.805,5,Rap,English,2015
177,77,All The Way Up,All The Way Up (feat. French Montana & Infared) - Single,Fat Joe,2016-03-02,191942,68,0.536,0.062,0.536,0.721,0.0,0.8240000000000001,-6.44,0.386,117.139,5,Rap,English,2016
178,78,Gimme the Loot - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,1994-09-13,304146,65,0.713,0.0867,0.713,0.647,0.0,0.636,-8.22,0.439,94.036,4,Rap,English,1994
179,79,Cake,Rotten Apple,Lloyd Banks,2006-01-01,166253,0,0.5529999999999999,0.158,0.5529999999999999,0.862,0.0,0.109,-5.521,0.506,123.743,3,Rap,English,2006
180,80,Let Me In,Straight Outta Cashville,Young Buck,2004-01-01,224253,0,0.685,0.11699999999999999,0.685,0.89,0.0,0.0399,-4.302,0.32,91.196,4,Rap,English,2004
181,81,WW III,Ryde Or Die Vol. II,Ruff Ryders,2000-01-01,315426,0,0.7140000000000001,0.0329,0.7140000000000001,0.622,0.0,0.34600000000000003,-6.947,0.384,89.06299999999999,4,Rap,English,2000
182,82,If I Can't,Get Rich Or Die Tryin',50 Cent,2003-02-06,196626,67,0.8859999999999999,0.265,0.8859999999999999,0.626,0.0,0.024,-2.528,0.27699999999999997,93.98899999999999,4,Rap,English,2003
183,83,X Gon' Give It To Ya,The Definition of X: Pick Of The Litter (Explicit Version),DMX,2007-06-16,217586,0,0.7609999999999999,0.0135,0.7609999999999999,0.899,0.0,0.0719,-3.09,0.183,95.027,4,Rap,English,2007
184,84,What's The Difference,2001 (Explicit Version),Dr. Dre,1999-11-16,244266,0,0.782,0.252,0.782,0.8190000000000001,0.0,0.133,-0.158,0.251,91.824,4,Rap,English,1999
185,85,Piggy Bank,The Massacre,50 Cent,2005-03-03,255173,0,0.569,0.0123,0.569,0.855,0.0,0.332,-4.118,0.285,86.021,4,Rap,English,2005
186,86,Warrior Part 2,The Hunger For More,Lloyd Banks,2004-01-01,217973,0,0.716,0.11900000000000001,0.716,0.893,0.0,0.247,-2.397,0.261,172.153,4,Rap,English,2004
187,87,Move Bitch,Word Of Mouf,Ludacris,2001-01-01,270866,0,0.777,0.243,0.777,0.764,0.0,0.10300000000000001,-5.682,0.14,177.868,4,Rap,English,2001
188,88,Wait A Minute,G To The Street,G Unit,2017-02-10,171571,13,0.7190000000000001,0.0908,0.7190000000000001,0.6829999999999999,0.0,0.366,-5.269,0.315,140.105,4,Rap,English,2017
189,89,Get Buck,Buck The World,Young Buck,2006-01-01,254493,0,0.797,0.545,0.797,0.667,0.0,0.0357,-6.095,0.158,76.51,4,Rap,English,2006
190,90,Hail Mary,The Don Killuminati: The 7 Day Theory,Makaveli,1996-11-05,309800,26,0.654,0.158,0.654,0.637,1.28e-05,0.33799999999999997,-6.915,0.293,81.947,4,Rap,English,1996
191,91,"N****, What's Up (feat. 50 Cent)",Bred 2 Die Born 2 Live,Lil Scrappy,2006-12-05,196866,14,0.759,0.000826,0.759,0.8220000000000001,4.34e-05,0.301,-7.098,0.257,89.991,4,Rap,English,2006
192,92,Thug,Boss Of All Bosses,Slim Thug,2009-03-24,230706,53,0.7809999999999999,0.008879999999999999,0.7809999999999999,0.71,0.003,0.12,-3.6830000000000003,0.0903,156.06799999999998,4,Rap,English,2009
193,93,We All Die One Day,Cheers,Obie Trice,2003-01-01,329426,0,0.8029999999999999,0.0229,0.8029999999999999,0.875,0.0,0.368,-2.8369999999999997,0.24,93.958,4,Rap,English,2003
194,94,Gangsta Nation,Terrorist Threats,Westside Connection,2003-12-09,293053,67,0.843,0.127,0.843,0.7,0.0,0.8759999999999999,-3.2489999999999997,0.26,95.05,4,Rap,English,2003
195,95,Bitch Please,No Limit Top Dogg,Snoop Dogg,1999-01-01,234533,61,0.8690000000000001,0.00838,0.8690000000000001,0.6970000000000001,0.0,0.297,-4.638999999999999,0.187,95.03,4,Rap,English,1999
196,96,Don't Need No Help,"Greatest Hits, Vol. 1",Young Buck,2017-12-01,170520,36,0.7120000000000001,0.441,0.7120000000000001,0.868,0.0,0.225,-5.617000000000001,0.45799999999999996,76.268,4,Rap,English,2017
197,97,I'll Whip Ya Head Boy,Window Shopper (International Version),50 Cent,2005-01-01,235973,0,0.423,0.141,0.423,0.7929999999999999,0.0,0.231,-4.1530000000000005,0.242,53.952,3,Rap,English,2005
198,98,Smoke Some Weed,"Laugh Now, Cry Later",Ice Cube,2006-01-01,226520,53,0.741,0.021,0.741,0.8490000000000001,0.00449,0.10400000000000001,-4.407,0.242,85.96,4,Rap,English,2006
199,99,Party We Will Throw Now!,Party We Will Throw Now! - Single,Warren G,2012-04-24,209412,66,0.934,0.0476,0.934,0.562,1.31e-06,0.0608,-4.609,0.24,96.792,4,Rap,English,2012
0,0,Can't Fight This Feeling,Wheels Are Turnin',REO Speedwagon,1984-11-05,294773,74,0.408,0.155,0.408,0.48,1.82e-05,0.0877,-11.017000000000001,0.0266,156.344,4,romantic,English,1984
1,1,Forever Young - 2008 Remaster,The Definitive Rod Stewart,Rod Stewart,2008-11-17,245693,40,0.61,0.20600000000000002,0.61,0.759,0.00823,0.205,-8.959,0.0296,102.016,4,romantic,English,2008
2,2,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983-01-04,216933,81,0.6920000000000001,0.225,0.6920000000000001,0.711,0.0,0.12,-7.497999999999999,0.0317,125.135,4,romantic,English,1983
3,3,True Colors,True Colors,Cyndi Lauper,1986-10-14,226066,71,0.386,0.792,0.386,0.145,0.000196,0.1,-16.94,0.0362,171.63,4,romantic,English,1986
4,4,We Belong,Tropico,Pat Benatar,1984-01-01,221133,67,0.706,0.528,0.706,0.322,2.37e-06,0.5760000000000001,-14.107999999999999,0.0467,135.154,4,romantic,English,1984
5,5,Total Eclipse of the Heart,The Very Best Of Bonnie Tyler,Bonnie Tyler,1999-02-08,269786,36,0.435,0.195,0.435,0.6579999999999999,0.0,0.102,-8.179,0.0661,130.276,4,romantic,English,1999
6,6,Time After Time,She's So Unusual,Cyndi Lauper,1983-01-01,241333,0,0.726,0.48700000000000004,0.726,0.449,1.34e-06,0.0824,-9.206,0.0286,130.388,4,romantic,English,1983
7,7,Bleeding Love,Spirit,Leona Lewis,2007-01-01,262664,69,0.635,0.192,0.635,0.647,0.0,0.154,-5.865,0.0351,104.054,4,romantic,English,2007
8,8,"It Must Have Been Love - From the Film ""Pretty Woman""",A Collection of Roxette Hits! Their 20 Greatest Songs!,Roxette,2006-10-18,258786,62,0.52,0.34,0.52,0.652,5.489999999999999e-05,0.256,-6.655,0.0274,80.609,4,romantic,English,2006
9,9,Heaven,Reckless,Bryan Adams,1984-11-01,243666,0,0.34,0.0596,0.34,0.41200000000000003,0.0,0.11699999999999999,-13.727,0.0268,69.857,4,romantic,English,1984
10,10,(Everything I Do) I Do It For You,Waking Up The Neighbours,Bryan Adams,1991-09-24,394133,65,0.526,0.0775,0.526,0.365,1.3500000000000001e-05,0.0618,-12.605,0.027999999999999997,131.253,4,romantic,English,1991
11,11,I Can't Help Falling In Love With You,The Greatest Love Songs Vol. 1 (Collection),Generation Love,2008-01-01,220666,9,0.47,0.00182,0.47,0.879,0.0030600000000000002,0.0965,-6.341,0.0375,173.56900000000002,4,romantic,English,2008
12,12,I Will Always Love You,Romantic Music Vol. 1,Romantic Time,2009-01-01,272026,0,0.275,0.49,0.275,0.479,9.37e-05,0.23,-5.199,0.0305,132.362,4,romantic,English,2009
13,13,When a Man Loves a Woman,The Essential Michael Bolton,Michael Bolton,2006-09-04,230493,55,0.5770000000000001,0.2,0.5770000000000001,0.42,0.0,0.0933,-8.22,0.0256,82.31700000000001,3,romantic,English,2006
14,14,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",The Essential Celine Dion,Céline Dion,2008-01-01,245253,0,0.47600000000000003,0.479,0.47600000000000003,0.41,5.4600000000000006e-05,0.141,-9.76,0.0317,77.34100000000001,4,romantic,English,2008
15,15,I Want to Know What Love Is - 2008 Remaster,No End in Sight: The Very Best of Foreigner,Foreigner,2008-07-08,295480,63,0.48,0.17,0.48,0.529,4.27e-06,0.257,-7.825,0.0275,81.527,4,romantic,English,2008
16,16,Take On Me,Rhino Hi-Five: A-Ha,a-ha,2005-07-19,227146,0,0.42,0.0058200000000000005,0.42,0.955,0.0005110000000000001,0.0931,-3.92,0.17800000000000002,169.209,4,romantic,English,2005
17,17,The A Team,+,Ed Sheeran,2011-09-09,258373,76,0.642,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.99600000000001,4,romantic,English,2011
18,18,When You Say Nothing at All,Greatest Hits,Keith Whitley,1990-08-07,222493,55,0.6729999999999999,0.721,0.6729999999999999,0.34600000000000003,4.48e-06,0.0475,-12.802999999999999,0.0245,80.012,4,romantic,English,1990
19,19,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2015-01-07,252538,0,0.245,0.295,0.245,0.611,0.0,0.124,-6.676,0.051,189.19400000000002,4,romantic,English,2015
20,20,Chasing Cars,Chasing Cars,Snow Patrol,2006-01-01,266346,65,0.556,0.214,0.556,0.595,8.329999999999999e-05,0.125,-4.51,0.0275,104.001,4,romantic,English,2006
21,21,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,83,0.7809999999999999,0.474,0.7809999999999999,0.445,0.0,0.184,-6.061,0.0295,78.998,4,romantic,English,2014
22,22,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,84,0.614,0.607,0.614,0.379,0.00046399999999999995,0.0986,-10.48,0.0476,107.98899999999999,4,romantic,English,2014
23,23,Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,77,0.746,0.0152,0.746,0.754,0.0,0.0486,-6.684,0.0676,149.882,4,romantic,English,2015
24,24,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,79,0.63,0.4,0.63,0.53,0.0,0.177,-7.2589999999999995,0.0434,108.038,3,romantic,English,2015
25,25,Beautiful Soul,Beautiful Soul,Jesse McCartney,2004-01-01,214226,73,0.66,0.0759,0.66,0.6659999999999999,0.0,0.0268,-4.342,0.0472,89.975,4,romantic,English,2004
26,26,Beautiful,Stripped,Christina Aguilera,2002-07-19,238560,72,0.456,0.578,0.456,0.573,3.05e-06,0.114,-3.866,0.0275,76.19,4,romantic,English,2002
27,27,"Endless Love - From ""The Endless Love"" Soundtrack",To Love Again (Expanded Edition),Diana Ross,1981-02-17,265986,0,0.21,0.657,0.21,0.336,0.000129,0.134,-9.28,0.0292,186.773,4,romantic,English,1981
28,28,Eternal Flame,The Essential Bangles,The Bangles,2004-01-01,238026,70,0.526,0.525,0.526,0.358,0.0,0.0942,-7.239,0.0243,78.988,3,romantic,English,2004
29,29,Take My Breath Away,Count Three & Pray,Berlin,1986-01-01,252000,0,0.474,0.218,0.474,0.583,0.0,0.521,-13.147,0.0271,96.14399999999999,4,romantic,English,1986
30,30,Up Where We Belong,The Best of Joe Cocker,Joe Cocker,1993-03-01,233240,46,0.573,0.597,0.573,0.429,8.18e-05,0.0839,-8.68,0.0294,139.097,4,romantic,English,1993
31,31,Greatest Love of All,Whitney Houston,Whitney Houston,1985-02-14,291400,68,0.502,0.484,0.502,0.305,3.55e-06,0.11699999999999999,-16.011,0.0339,131.24200000000002,4,romantic,English,1985
32,32,If You Leave Me Now,Chicago X,Chicago,1976-06-14,235373,75,0.429,0.0193,0.429,0.564,0.000828,0.128,-6.784,0.0268,104.212,4,romantic,English,1976
33,33,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,George Michael,1998-11-09,300106,76,0.574,0.128,0.574,0.629,0.0,0.271,-8.815,0.0363,153.119,4,romantic,English,1998
34,34,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Platinum & Gold Collection,Jennifer Warnes,2004-07-02,289066,71,0.7,0.0874,0.7,0.7809999999999999,0.0034200000000000003,0.059000000000000004,-8.255,0.0507,108.695,4,romantic,English,2004
35,35,Mercy,Illuminate (Deluxe),Shawn Mendes,2016-09-23,208733,0,0.568,0.133,0.568,0.6859999999999999,0.0,0.11,-4.901,0.0903,148.29399999999998,4,romantic,English,2016
36,36,Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,211240,74,0.4,0.693,0.4,0.564,0.0,0.0863,-7.444,0.0523,99.26899999999999,4,romantic,English,2016
37,37,Sometimes,...Baby One More Time (Digital Deluxe Version),Britney Spears,1999-01-12,245066,68,0.745,0.42,0.745,0.742,0.0,0.102,-5.693,0.0259,95.99600000000001,4,romantic,English,1999
38,38,Superman (It's Not Easy),America Town,Five For Fighting,2000-09-26,221693,70,0.382,0.0733,0.382,0.41600000000000004,0.0,0.0719,-9.302999999999999,0.0302,102.089,4,romantic,English,2000
39,39,L-O-V-E - Remastered,The Unforgettable Nat King Cole (Remastered),Nat King Cole,2000-01-01,153466,0,0.574,0.6940000000000001,0.574,0.187,0.0,0.0792,-14.762,0.0738,77.859,4,romantic,English,2000
40,40,All Out of Love,Ultimate Air Supply,Air Supply,2003-05-29,241373,64,0.503,0.29100000000000004,0.503,0.47,0.0,0.396,-8.006,0.0257,108.486,4,romantic,English,2003
41,41,How Deep Is Your Love,Tales From The Brothers Gibb,Bee Gees,1990-01-01,241360,0,0.624,0.268,0.624,0.19,1.41e-06,0.231,-17.547,0.0288,105.021,4,romantic,English,1990
42,42,Lost In Love,Ultimate Air Supply,Air Supply,2003-05-29,231133,57,0.59,0.37,0.59,0.589,1.22e-06,0.162,-9.859,0.03,114.471,4,romantic,English,2003
43,43,Unchained Melody,The Very Best Of The Righteous Brothers - Unchained Melody,The Righteous Brothers,1990-01-01,216266,65,0.361,0.563,0.361,0.21899999999999997,0.0,0.5579999999999999,-16.553,0.0285,98.53200000000001,3,romantic,English,1990
