,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
47,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,88,0.735,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,4,sad,English,2020
48,Not You Too (feat. Chris Brown),Dark Lane Demo Tapes,Drake,2020-05-01,269680,72,0.458,0.342,0.458,0.452,1.94e-05,0.0703,-9.299,0.047,86.318,4,sad,English,2020
49,Desires (with Future),Dark Lane Demo Tapes,Drake,2020-05-01,237945,74,0.812,0.281,0.812,0.506,0.0,0.325,-7.706,0.116,145.074,4,sad,English,2020
50,Time Flies,Dark Lane Demo Tapes,Drake,2020-05-01,192931,76,0.864,0.201,0.864,0.477,0.0,0.182,-5.786,0.224,86.46,4,sad,English,2020
51,Losses,Dark Lane Demo Tapes,Drake,2020-05-01,271183,66,0.551,0.28,0.551,0.57,0.0,0.424,-7.385,0.351,85.687,4,sad,English,2020
0,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,87,0.872,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,sad,English,2017
1,Depression & Obsession,17,XXXTENTACION,2017-08-25,144733,73,0.769,0.585,0.769,0.156,0.015,0.102,-10.7,0.035,105.95,4,sad,English,2017
2,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,84,0.734,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,129.953,4,sad,English,2017
3,Revenge,17,XXXTENTACION,2017-08-25,120026,76,0.746,0.782,0.746,0.251,0.00203,0.106,-16.169,0.259,139.999,4,sad,English,2017
4,Save Me,17,XXXTENTACION,2017-08-25,163201,71,0.731,0.307,0.731,0.204,0.0109,0.0989,-11.314,0.0369,142.141,4,sad,English,2017
5,Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,146520,84,0.797,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.0412,131.036,4,sad,English,2017
6,Carry On,17,XXXTENTACION,2017-08-25,129720,77,0.735,0.768,0.735,0.197,0.000276,0.296,-13.378,0.537,147.899,4,sad,English,2017
7,Orlando,17,XXXTENTACION,2017-08-25,163840,68,0.57,0.859,0.57,0.0279,0.0892,0.254,-22.282,0.0588,84.902,4,sad,English,2017
8,,,,2017-12-08,182639,0,0.495,0.924,0.495,0.209,0.00885,0.113,-16.591,0.0297,105.08,4,sad,English,2017
9,Banded Up (feat. XXXTENTACION),Banded Up (feat. XXXTENTACION),Ronny J,2018-02-15,239813,61,0.698,0.0521,0.698,0.731,0.0,0.122,-3.46,0.15,157.035,4,sad,English,2018
10,I Don't Wanna Do This Anymore,Revenge,XXXTENTACION,2017-05-16,87560,76,0.433,0.843,0.433,0.778,0.0,0.139,-7.681,0.041,114.208,4,sad,English,2017
11,Roll In Peace (feat. XXXTENTACION),Project Baby 2,Kodak Black,2017-08-18,213132,76,0.747,0.0306,0.747,0.524,0.0,0.2,-6.807,0.245,140.053,4,sad,English,2017
12,What in XXXTarnation,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,164520,57,0.862,0.16,0.862,0.6,0.0,0.102,-5.522,0.151,119.072,4,sad,English,2017
13,777,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,180707,63,0.793,0.325,0.793,0.312,0.00324,0.111,-12.01,0.0602,84.97,4,sad,English,2017
14,,,,2017-12-08,121887,0,0.535,0.139,0.535,0.427,0.00129,0.11,-9.658,0.0512,173.597,3,sad,English,2017
15,Look at Me!,Look at Me!,XXXTENTACION,2016-01-29,151041,0,0.728,0.043,0.728,0.735,0.0,0.34,-3.961,0.307,139.128,4,sad,English,2016
16,"ALONE, PART 3",?,XXXTENTACION,2018-03-16,109986,68,0.61,0.883,0.61,0.258,0.0145,0.103,-12.758,0.0331,127.08,4,sad,English,2018
17,Moonlight,?,XXXTENTACION,2018-03-16,135090,86,0.921,0.556,0.921,0.537,0.00404,0.102,-5.723,0.0804,128.009,4,sad,English,2018
18,SAD!,?,XXXTENTACION,2018-03-16,166605,87,0.74,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4,sad,English,2018
19,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,160184,83,0.699,0.779,0.699,0.304,0.000993,0.137,-11.192,0.0993,119.705,4,sad,English,2018
20,NUMB,?,XXXTENTACION,2018-03-16,186267,76,0.414,0.1,0.414,0.416,0.179,0.131,-8.024,0.0251,159.91,4,sad,English,2018
21,infinity (888) - feat. Joey Bada$$,?,XXXTENTACION,2018-03-16,176590,70,0.562,0.274,0.562,0.579,0.0,0.102,-6.788,0.484,84.143,4,sad,English,2018
22,$$$ - with Matt Ox,?,XXXTENTACION,2018-03-16,130403,68,0.774,0.0636,0.774,0.507,0.0,0.138,-6.952,0.065,140.067,4,sad,English,2018
23,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",?,XXXTENTACION,2018-03-16,192229,67,0.767,0.118,0.767,0.561,0.0,0.0737,-7.418,0.0509,90.021,4,sad,English,2018
24,changes,?,XXXTENTACION,2018-03-16,121886,85,0.669,0.883,0.669,0.308,0.0,0.0984,-10.068,0.029,64.934,4,sad,English,2018
25,Hope,?,XXXTENTACION,2018-03-16,110886,83,0.592,0.661,0.592,0.457,0.000331,0.146,-6.081,0.0603,146.04,4,sad,English,2018
26,before I close my eyes,?,XXXTENTACION,2018-03-16,99658,70,0.356,0.976,0.356,0.143,1.89e-05,0.111,-15.148,0.0388,75.522,4,sad,English,2018
27,hate will never win,A GHETTO CHRISTMAS CAROL,XXXTENTACION,2017-12-20,104071,0,0.727,0.78,0.727,0.229,0.00256,0.109,-13.864,0.368,87.997,4,sad,English,2017
28,A GHETTO CHRISTMAS CAROL,A GHETTO CHRISTMAS CAROL,XXXTENTACION,2017-12-20,104960,0,0.82,0.071,0.82,0.672,0.00329,0.101,-6.014,0.216,147.976,4,sad,English,2017
29,Gospel,Gospel,Rich Brian,2017-05-12,173294,1,0.681,0.000856,0.681,0.659,8.17e-06,0.11,-6.405,0.268,156.004,4,sad,English,2017
30,Freddy vs. Jason,"Members Only, Vol. 1",XXXTENTACION,2017-10-06,103720,0,0.773,0.888,0.773,0.745,2.03e-05,0.146,-10.555,0.136,124.945,4,sad,English,2017
31,H2O,You Will Regret (Reloaded),Ski Mask The Slump God,2018-02-02,139346,63,0.74,0.189,0.74,0.762,0.0,0.4,-1.313,0.33,139.943,4,sad,English,2018
32,Slipknot,Revenge,XXXTENTACION,2017-05-16,209098,64,0.448,0.47,0.448,0.541,0.0,0.1,-11.34,0.397,81.92,4,sad,English,2017
33,Curse,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,118360,72,0.556,0.552,0.556,0.64,0.0,0.215,-7.504,0.445,88.399,5,sad,English,2017
34,4Peat,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,162213,60,0.914,0.0031,0.914,0.515,0.0,0.105,-9.934,0.356,150.016,4,sad,English,2017
35,,,,2018-06-13,178860,0,0.353,0.979,0.353,0.165,0.00224,0.148,-15.373,0.0407,75.813,4,sad,English,2018
36,,,,2018-06-13,132720,0,0.376,0.788,0.376,0.602,0.0,0.0332,-3.883,0.0365,76.092,4,sad,English,2018
37,,,,2018-06-13,113680,0,0.556,0.452,0.556,0.557,0.0182,0.303,-7.081,0.0318,98.981,4,sad,English,2018
38,,,,2018-06-15,174566,0,0.662,0.928,0.662,0.229,6.64e-05,0.118,-15.529,0.107,88.0,4,sad,English,2018
39,,,,2018-06-13,148088,0,0.689,0.0228,0.689,0.616,0.00865,0.894,-16.219,0.209,90.146,4,sad,English,2018
40,,,,2018-06-13,220173,0,0.351,0.416,0.351,0.114,0.0772,0.102,-19.204,0.0362,105.109,4,sad,English,2018
41,,,,2018-06-13,80117,0,0.596,0.0598,0.596,0.666,0.0,0.0791,-5.777,0.222,102.98,4,sad,English,2018
42,,,,2018-06-13,125787,0,0.511,0.201,0.511,0.454,9.26e-05,0.625,-9.041,0.524,96.66,4,sad,English,2018
43,,,,2018-06-13,90331,0,0.44,0.822,0.44,0.22,0.301,0.105,-11.897,0.0313,123.565,4,sad,English,2018
44,Falling Down - Bonus Track,Falling Down (Bonus Track),Lil Peep,2018-09-19,196400,3,0.669,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,120.013,4,sad,English,2018
45,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2018-10-25,198902,75,0.703,0.0302,0.703,0.723,2.06e-06,0.126,-5.45,0.0412,104.969,4,sad,English,2018
46,BAD!,BAD!,XXXTENTACION,2018-11-09,94245,69,0.78,0.0643,0.78,0.492,0.0313,0.174,-3.4,0.0671,143.983,4,sad,English,2018
47,Guardian angel,SKINS,XXXTENTACION,2018-12-07,108034,66,0.712,0.795,0.712,0.374,0.0,0.187,-10.215,0.511,133.952,4,sad,English,2018
48,Train food,SKINS,XXXTENTACION,2018-12-07,164082,59,0.492,0.564,0.492,0.712,9.1e-05,0.357,-7.278,0.691,137.453,3,sad,English,2018
49,whoa (mind in awe),SKINS,XXXTENTACION,2018-12-07,157776,74,0.735,0.653,0.735,0.525,0.918,0.101,-2.939,0.0441,160.147,4,sad,English,2018
50,difference (interlude),SKINS,XXXTENTACION,2018-12-07,76973,63,0.593,0.949,0.593,0.0668,1.31e-05,0.194,-15.268,0.0722,102.456,4,sad,English,2018
51,I don’t let go,SKINS,XXXTENTACION,2018-12-07,121630,65,0.797,0.591,0.797,0.293,0.0724,0.148,-7.479,0.08,80.035,4,sad,English,2018
52,what are you so afraid of,SKINS,XXXTENTACION,2018-12-07,150769,66,0.639,0.774,0.639,0.312,0.469,0.0857,-9.902,0.0301,103.369,4,sad,English,2018
53,Sauce!,"XXXTENTACION Presents: Members Only, Vol. 4",XXXTENTACION,2019-01-23,144724,65,0.68,0.582,0.68,0.313,0.0,0.19,-13.672,0.0347,135.034,4,sad,English,2019
54,Make Eem Run!,"XXXTENTACION Presents: Members Only, Vol. 4",XXXTENTACION,2019-01-23,192000,58,0.936,0.747,0.936,0.514,0.0,0.11,-8.908,0.271,129.997,4,sad,English,2019
55,MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,2019-05-02,151574,70,0.75,0.137,0.75,0.567,0.0,0.109,-6.4,0.48,151.895,4,sad,English,2019
56,bad vibes forever,bad vibes forever,XXXTENTACION,2019-11-22,150475,65,0.8,0.334,0.8,0.526,0.00174,0.0571,-5.153,0.0716,129.874,4,sad,English,2019
57,Ex Bitch,Bad Vibes Forever,XXXTENTACION,2019-12-06,121671,74,0.835,0.513,0.835,0.462,0.0,0.0875,-6.227,0.155,78.99,4,sad,English,2019
58,UGLY,Bad Vibes Forever,XXXTENTACION,2019-12-06,91800,62,0.528,0.857,0.528,0.325,0.0145,0.114,-12.501,0.0293,83.651,4,sad,English,2019
59,Triumph,Bad Vibes Forever,XXXTENTACION,2019-12-06,166032,64,0.446,0.718,0.446,0.407,0.0,0.0732,-3.056,0.031,81.041,4,sad,English,2019
60,before i realize,Bad Vibes Forever,XXXTENTACION,2019-12-06,94786,58,0.715,0.806,0.715,0.28,0.0,0.0972,-7.528,0.0316,70.033,1,sad,English,2019
61,Ecstasy,Bad Vibes Forever,XXXTENTACION,2019-12-06,240068,61,0.606,0.509,0.606,0.36,9.55e-05,0.105,-7.231,0.184,72.476,4,sad,English,2019
62,Hot Gyal,Bad Vibes Forever,XXXTENTACION,2019-12-06,134400,57,0.797,0.279,0.797,0.573,2.13e-06,0.16,-5.226,0.34,99.754,4,sad,English,2019
63,the interlude that never ends,Bad Vibes Forever,XXXTENTACION,2019-12-06,148759,56,0.597,0.831,0.597,0.232,0.0,0.0723,-9.411,0.0332,78.912,4,sad,English,2019
64,wanna grow old (i won't let go),Bad Vibes Forever,XXXTENTACION,2019-12-06,131214,62,0.74,0.835,0.74,0.199,2.05e-06,0.116,-8.575,0.0366,75.013,4,sad,English,2019
65,HEARTEATER,Bad Vibes Forever,XXXTENTACION,2019-12-06,136357,64,0.78,0.0563,0.78,0.527,0.000412,0.0437,-4.702,0.0296,99.986,4,sad,English,2019
66,Riot,Riot,XXXTENTACION,2020-06-01,78680,77,0.509,0.019,0.509,0.542,0.00639,0.23,-8.027,0.442,97.767,4,sad,English,2020
