,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
34,Hawa Banke,Hawa Banke - Single,Darshan Raval,2019-07-18,171987,3,0.626,0.616,0.626,0.597,0.0,0.298,-6.6,0.0366,90.053,4,romantic,Hindi,2019
35,Kabira,Yeh Jawaani Hai Deewani,Pritam,2013-03-30,223459,65,0.59,0.481,0.59,0.555,0.0,0.192,-6.852,0.0271,84.032,4,romantic,Hindi,2013
36,"Mere Sohneya (From ""Kabir Singh"")","Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,2019-06-06,193355,59,0.376,0.558,0.376,0.643,0.0,0.217,-5.713,0.0411,136.224,5,romantic,Hindi,2019
37,"Bekhayali (From ""Kabir Singh"")","Bekhayali (From ""Kabir Singh"")",Sachet Tandon,2019-05-24,371790,65,0.308,0.45,0.308,0.585,0.0,0.319,-5.18,0.0428,171.843,3,romantic,Hindi,2019
38,Tera Ban Jaunga,Kabir Singh,Various Artists,2019-06-14,236436,65,0.605,0.822,0.605,0.53,0.0,0.131,-6.346,0.0246,93.951,4,romantic,Hindi,2019
39,Subhanallah,Yeh Jawaani Hai Deewani,Pritam,2013-03-30,249707,60,0.302,0.452,0.302,0.494,0.0,0.134,-5.041,0.0451,88.586,4,romantic,Hindi,2013
40,"Kaise Hua (From ""Kabir Singh"")","Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,2019-06-13,234722,63,0.385,0.452,0.385,0.464,0.0,0.109,-6.975,0.0404,137.839,4,romantic,Hindi,2019
41,"Pani Da Rang Male (From ""Vicky Donor"")",Vicky Donor,Various Artists,2012-04-04,240786,49,0.679,0.272,0.679,0.622,6.52e-05,0.106,-8.514,0.0328,98.028,4,romantic,Hindi,2012
42,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",Ajay-Atul,2015-07-24,341780,52,0.471,0.78,0.471,0.329,0.0021,0.117,-11.958,0.0312,126.107,4,romantic,Hindi,2015
43,Tum Ho,Rockstar,A.R. Rahman,2011-10-01,316500,59,0.356,0.518,0.356,0.47,1e-05,0.0807,-8.929,0.0278,93.895,4,romantic,Hindi,2011
44,Kaash Aisa Hota,Kaash Aisa Hota - Single,Darshan Raval,2019-03-21,212800,24,0.395,0.857,0.395,0.393,1.77e-06,0.114,-9.498,0.0317,75.964,4,romantic,Hindi,2019
45,Lae Dooba,Aiyaary,Rochak Kohli,2018-02-28,229877,60,0.569,0.879,0.569,0.297,0.0,0.0938,-8.639,0.0292,89.96,4,romantic,Hindi,2018
46,Hasi - Female Version,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Jeet Gannguli,2015-05-21,192186,57,0.52,0.927,0.52,0.485,0.000466,0.159,-6.438,0.0269,143.901,4,romantic,Hindi,2015
47,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Gazab Ka Hai Din (From ""Dil Juunglee"")",Various Artists,2018-01-27,236325,56,0.325,0.659,0.325,0.421,4.46e-06,0.0825,-8.636,0.0561,170.363,4,romantic,Hindi,2018
48,"Humdard Acoustic (From ""T-Series Acoustics"")","Humdard Acoustic (From ""T-Series Acoustics"")",Karan Bawa,2017-10-03,180442,37,0.439,0.953,0.439,0.39,0.00025,0.125,-8.108,0.0286,85.675,4,romantic,Hindi,2017
49,Ishq de Fanniyar - Female,Fukrey Returns,Various Artists,2017-11-15,177893,47,0.523,0.571,0.523,0.43,0.0,0.109,-5.314,0.0297,84.017,4,romantic,Hindi,2017
50,"Tum Hi Aana (From ""Marjaavaan"")","Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,2019-10-03,249126,68,0.473,0.629,0.473,0.401,1.17e-05,0.154,-7.018,0.0241,90.076,4,romantic,Hindi,2019
51,Dekhte Dekhte,Batti Gul Meter Chalu,Various Artists,2018-09-08,256271,56,0.799,0.424,0.799,0.828,0.0,0.145,-4.846,0.0782,105.04,4,romantic,Hindi,2018
52,Baarish Lete Aana,Baarish Lete Aana - Single,Darshan Raval,2018-07-18,213500,21,0.537,0.839,0.537,0.351,0.0,0.108,-8.937,0.0248,67.018,4,romantic,Hindi,2018
53,Tera Zikr,Tera Zikr,Darshan Raval,2017-11-09,208500,60,0.613,0.823,0.613,0.47,1.87e-06,0.138,-8.441,0.0344,102.944,4,romantic,Hindi,2017
54,"Tere Bin (From ""Simmba"")","Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,2018-12-14,230948,57,0.649,0.268,0.649,0.716,4.51e-06,0.603,-3.936,0.0384,86.949,4,romantic,Hindi,2018
55,O Saathi,"O Saathi (From ""Baaghi 2"")",Atif Aslam,2018-03-09,251818,63,0.481,0.588,0.481,0.496,0.0,0.132,-7.421,0.0262,89.839,4,romantic,Hindi,2018
56,Thodi Der,Half Girlfriend,Various Artists,2017-04-30,296377,54,0.485,0.898,0.485,0.456,2.58e-05,0.0835,-6.544,0.0309,90.352,4,romantic,Hindi,2017
57,Bhula Dunga,Bhula Dunga,Darshan Raval,2020-03-24,197600,61,0.521,0.692,0.521,0.583,6.32e-06,0.198,-7.927,0.0399,155.928,4,romantic,Hindi,2020
58,Chidiya,Chidiya,Vilen,2019-12-14,253333,71,0.486,0.715,0.486,0.494,0.0,0.109,-8.56,0.0324,179.975,4,romantic,Hindi,2019
59,"Sanu Ek Pal Chain (From ""Raid"")","Sanu Ek Pal Chain (From ""Raid"")",Rahat Fateh Ali Khan,2018-02-12,210345,51,0.71,0.545,0.71,0.813,1.68e-05,0.105,-6.099,0.0381,139.998,4,romantic,Hindi,2018
60,Asal Mein,Asal Mein - Single,Darshan Raval,2020-02-18,224240,65,0.656,0.721,0.656,0.551,1.26e-06,0.0947,-6.43,0.0299,114.108,4,romantic,Hindi,2020
61,Ek Raat,Ek Raat,Vilen,2018-02-10,224040,65,0.645,0.147,0.645,0.534,4.3e-06,0.0858,-5.428,0.0305,90.025,4,romantic,Hindi,2018
